Player Name,Player ID,Format,Matches Played,Innings,Runs Scored,Batting Average,Strike Rate,Highest Score,Centuries,Half-Centuries,Fours,Sixes,Wickets Taken,Bowling Average,Economy Rate,Best Bowling,Five-Wicket Hauls,Catches,Stumpings,Primary Role,Team Name,Toss Decision,Result
Aiden Gilchrist,5346,T20,198,215,1845,42.14308486213264,67.57852376764436,287,34,34,434,47,276,31.78084718023896,6.443340996660202,6/13,4,82,0,All-rounder,United Arab Emirates,Bowl,Draw
Ben Williamson,5347,ODI,82,175,1494,25.109175974317413,98.72049013880316,261,33,39,1389,254,0,0.0,0.0,1/28,2,155,17,Wicketkeeper,Pakistan,Bowl,Draw
Saurabh Hazlewood,5348,ODI,84,75,915,24.480559838810407,16.586931261784876,209,39,15,905,259,184,29.817362477935404,4.182621800135348,4/24,0,9,0,Bowler,India,Bat,Win
Javed Starc,5349,Test,142,285,4714,43.877407611062566,115.84617000319264,236,28,68,1927,167,0,0.0,0.0,0/63,1,140,20,Wicketkeeper,Sri Lanka,Bat,Loss
Waqar Khan,5350,T20,136,127,2481,38.15285534783706,104.31503495947612,217,29,10,1551,75,223,33.37614091980551,3.510964448886007,4/63,2,36,0,All-rounder,Austria,Bowl,Win
Pat Bumrah,5351,Test,39,49,5416,27.820998662453885,81.8619691764638,211,6,50,1770,236,241,33.473724484390026,3.881101736124693,5/17,7,65,0,All-rounder,India,Bowl,Draw
Jonny Archer,5352,Test,56,32,547,19.25827442271948,66.47156400945927,15,1,92,223,296,428,25.80996211816834,6.1776748428377015,8/79,9,39,0,Bowler,USA,Bat,Loss
Joe Kallis,5353,ODI,115,158,398,29.98696922345628,36.74223501852205,212,17,74,1085,170,252,21.84621603771963,4.431692347374287,8/88,2,88,0,Bowler,Pakistan,Bowl,Loss
Angelo Stokes,5354,ODI,4,15,3514,28.419784343455284,108.96299727457864,269,25,79,1456,28,0,0.0,0.0,4/88,7,170,37,Wicketkeeper,India,Bowl,Loss
Shadab de Kock,5355,Test,58,243,328,19.65198653670914,16.11414737333494,145,16,88,1900,157,403,23.7528357192145,4.678913542151799,1/41,2,49,0,Bowler,Pakistan,Bowl,Draw
Ali Smith,5356,ODI,195,17,4737,77.34609626532111,96.25087893473624,263,45,49,1624,28,18,28.687650842905505,3.8590793641700976,2/46,7,60,0,Batsman,India,Bat,Win
Dhananjaya Tendulkar,5357,Test,29,22,3924,38.13288878430002,129.2180111865326,132,11,66,868,251,28,27.794641460643494,1.466813297440685,5/98,4,18,0,Batsman,India,Bat,Loss
Rohit Sangakkara,5358,ODI,9,244,2392,43.41373646195802,83.65156516874278,296,49,66,1678,206,23,19.111074097480326,1.9226889027427017,5/55,7,48,0,Batsman,India,Bowl,Draw
Steve Gooch,5359,T20,121,81,894,48.369158431768014,73.45650506284736,8,31,64,527,289,54,31.0478436227667,6.645889710513975,0/27,6,22,0,All-rounder,India,Bowl,Draw
Chris Khan,5360,T20,174,144,5139,23.05941157195184,125.6735346689854,41,48,11,1001,135,16,28.703709124451503,1.5017950591769442,5/68,5,1,0,Batsman,Afghanistan,Bat,Loss
Ali Gilchrist,5361,T20,110,8,2086,26.617958380325945,92.78401101383707,17,28,6,208,116,103,31.50054048936616,4.274534380974379,6/92,1,89,0,All-rounder,Germany,Bowl,Draw
Brian Rauf,5362,ODI,111,167,930,17.23448558270051,14.751053546062272,209,47,42,1050,255,196,23.124778648992866,4.746522908442371,7/24,8,40,0,Bowler,India,Bowl,Loss
Sunil Afridi,5363,Test,44,287,1855,44.67010534757768,93.1866429573118,283,9,45,558,117,190,26.931634031522844,4.412844819775607,5/10,6,39,0,All-rounder,Australia,Bat,Draw
Ross Markram,5364,T20,54,268,3131,43.51448973055183,107.55235917082511,292,35,95,1177,87,111,31.57478367862866,4.091277800012247,0/19,8,69,0,All-rounder,Pakistan,Bowl,Win
Jos Shaw,5365,ODI,191,289,1991,33.11674751302291,101.18722729350225,275,1,21,1479,146,144,27.2873931646488,3.37046602091896,0/29,5,29,0,All-rounder,Bangladesh,Bowl,Win
Rahul Ashraful,5366,Test,41,186,4159,45.32708775267413,55.11293832486466,214,36,75,424,74,193,23.17304281648815,6.661316427788016,2/31,8,18,0,All-rounder,Malaysia,Bat,Win
Shubman Pant,5367,T20,150,12,3928,26.088234570631723,63.13957490078111,234,13,5,360,80,141,20.87078677785125,6.442788089387594,3/74,1,34,0,All-rounder,Scotland,Bowl,Win
Kevin Root,5368,T20,12,281,3819,32.06892295607737,65.3431520703844,147,9,37,1674,155,181,28.477313528385984,3.690606241212939,3/63,3,57,0,All-rounder,Cyprus,Bowl,Loss
Kumar Ali,5369,ODI,157,83,3733,33.85044950188283,63.56313403734002,49,39,38,90,279,0,0.0,0.0,0/60,3,82,37,Wicketkeeper,England,Bat,Loss
Anrich Malhotra,5370,T20,131,55,3177,31.992828632146782,57.57295063292062,132,0,59,520,165,155,28.79412264526133,4.715571504500813,9/36,8,4,0,All-rounder,Austria,Bat,Draw
Mohammad Markram,5371,Test,49,131,5560,45.58766319576889,119.82397318698256,187,40,84,181,203,63,20.27142924274795,3.1465230391171706,7/35,0,39,0,All-rounder,Afghanistan,Bowl,Loss
Sunil Boult,5372,Test,150,125,8899,38.91438041816968,90.17054796645704,72,20,61,1546,286,25,10.001559851756593,3.1219782828713223,1/26,7,15,0,Batsman,United Arab Emirates,Bat,Loss
Mujeeb Pandya,5373,ODI,147,51,2601,25.317518112540093,103.18949654944711,298,4,91,518,47,98,27.95820796645029,3.6568900900697248,9/57,8,77,20,All-rounder,England,Bowl,Loss
Virat Buttler,5374,T20,146,27,214,24.2720761590596,37.09288346218901,104,8,95,1563,203,416,28.04684993562679,4.539342291160381,0/70,8,97,0,Bowler,Spain,Bat,Draw
Sanath Kallis,5375,T20,128,165,1321,30.157722356688936,62.152900567535184,291,8,26,989,231,213,23.945705509965943,3.33901793124489,9/38,5,54,0,All-rounder,Sri Lanka,Bat,Win
Fakhar Botham,5376,Test,75,281,6728,91.08519410948698,113.74170274580727,231,17,48,1085,258,36,22.87293142764032,4.5419869189315465,4/65,5,78,0,Batsman,Sweden,Bowl,Draw
Imran Malhotra,5377,T20,50,33,864,28.87808181069968,19.749805386617624,100,4,14,950,165,84,28.49398572859807,6.248065281276789,8/25,0,1,0,Bowler,Malta,Bat,Win
Shadab Khan,5378,Test,106,62,3738,25.510931523976947,67.6987263893524,258,15,32,1699,284,195,33.9306512275965,3.744971518464265,7/51,5,4,0,All-rounder,Ireland Republic,Bat,Loss
Mohammad Pandya,5379,ODI,50,145,1058,34.92582143934743,67.93782457705173,291,33,95,626,231,185,34.83061452980279,4.941882281106564,7/78,8,56,0,All-rounder,Australia,Bowl,Draw
Quinton Maxwell,5380,ODI,123,171,2485,27.95907507888209,111.98290429090169,111,3,45,1096,107,17,29.50607939801506,3.18119450246718,2/20,0,59,0,Batsman,Belgium,Bowl,Draw
Jofra Finch,5381,T20,102,286,3252,48.50923080230856,110.49736229065424,44,20,97,98,220,86,26.31976597118906,6.19278595777307,1/94,1,59,0,All-rounder,India,Bat,Win
Sanath de Silva,5382,T20,123,297,3472,33.64391736756032,109.55176006556208,99,49,70,702,245,0,0.0,0.0,6/87,4,118,41,Wicketkeeper,Romania,Bowl,Draw
Babar Hasaranga,5383,ODI,155,117,2305,46.17248461754394,90.19892373298865,156,36,12,1330,237,38,23.22520647969933,1.7703764043403627,0/44,6,80,28,Batsman,Pakistan,Bowl,Win
Zaheer Ganguly,5384,ODI,193,4,6885,30.98420003382605,55.6269304349022,224,39,52,1228,217,176,22.33906237990891,5.712597801902101,5/78,1,10,0,All-rounder,India,Bowl,Loss
Geoffrey Narine,5385,ODI,151,66,1792,31.79868223604259,57.999167654507445,72,43,38,1839,25,0,0.0,0.0,2/89,0,88,34,Wicketkeeper,Czech Republic,Bowl,Loss
Mushfiqur Karunaratne,5386,ODI,139,60,232,22.381117339930245,40.15216928882075,68,13,49,579,29,314,20.42416542797528,3.793526758072576,0/18,8,81,14,Bowler,Sri Lanka,Bat,Loss
Pat Archer,5387,T20,17,287,4199,43.07637826384176,113.89655441955196,171,26,69,1289,233,0,0.0,0.0,7/43,7,126,49,Wicketkeeper,Sweden,Bat,Loss
Kapil Boycott,5388,Test,130,229,4924,34.358710138689176,53.21381921738891,223,48,59,1401,102,171,25.164293471457484,4.065796630189302,3/10,3,66,0,All-rounder,Portugal,Bowl,Loss
Hardik Khan,5389,T20,85,100,901,29.31956259535701,52.15434381582073,48,11,8,537,123,287,22.34361421411169,6.937448966021129,5/26,3,32,14,Bowler,India,Bowl,Loss
Aravinda Curran,5390,Test,96,119,1190,28.829078163131246,102.92067074175196,235,26,3,1918,283,0,0.0,0.0,7/25,6,81,37,Wicketkeeper,Austria,Bat,Win
Trent Rizwan,5391,Test,86,69,3681,35.62606171005889,116.79639479681906,108,33,93,1474,149,0,0.0,0.0,1/57,2,97,16,Wicketkeeper,South Africa,Bowl,Loss
Dimuth Foakes,5392,Test,164,152,4597,44.91225322031482,61.39743194659236,272,3,91,753,191,173,23.146647735216508,6.57284567804979,1/80,9,11,0,All-rounder,Czech Republic,Bat,Win
Jofra van der Dussen,5393,ODI,57,280,2774,42.52573125318807,107.19440742193407,157,42,20,948,235,0,0.0,0.0,9/50,4,180,34,Wicketkeeper,Sri Lanka,Bowl,Draw
Brendon Archer,5394,T20,88,221,502,14.073532146013504,65.93142311558691,238,43,11,938,174,408,24.246864098700563,4.1807781706293765,7/70,6,76,29,Bowler,India,Bat,Loss
Tamim Boycott,5395,ODI,85,223,4779,81.34421093141206,131.97126311791345,3,1,76,1680,83,10,14.7275718438323,4.050786657935756,1/95,3,87,0,Batsman,Cyprus,Bowl,Loss
Dimuth Finch,5396,Test,194,165,2995,27.757947421380933,83.34993038644397,203,41,49,880,101,0,0.0,0.0,3/61,8,137,17,Wicketkeeper,New Zealand,Bowl,Loss
Geoffrey Taylor,5397,ODI,105,211,8642,93.22333383947006,57.93552344762442,83,41,12,1690,174,14,25.325869863502103,2.105698099881779,9/45,9,4,0,Batsman,India,Bat,Draw
Muttiah McCullum,5398,Test,145,279,7836,97.52142920363166,61.19124534874976,213,31,51,1301,47,10,23.55208608433168,3.4391776551144164,0/54,6,10,0,Batsman,Turkey,Bowl,Win
David Ashraful,5399,Test,154,63,597,22.236850863261022,53.21679132509836,61,1,90,619,1,124,29.699578537278267,7.99800493306291,8/11,2,22,10,Bowler,India,Bowl,Loss
Monank Pollock,5400,ODI,50,262,1683,26.215767459418416,66.76359638942961,57,21,91,1571,278,0,0.0,0.0,0/79,7,50,37,Wicketkeeper,India,Bowl,Loss
Mohammad Perera,5401,Test,43,6,4303,29.58738852734501,82.62669833061445,171,18,81,455,42,174,23.50640257362295,4.920067243619417,5/56,9,14,0,All-rounder,Sri Lanka,Bowl,Draw
Rishabh Hazlewood,5402,ODI,149,248,1977,37.9538722006377,92.79776042230978,251,25,79,1824,206,30,10.066356220563575,3.742498098453351,1/63,1,20,16,Batsman,Czech Republic,Bowl,Win
David Pant,5403,ODI,159,229,441,12.96476994066211,64.98016378779292,136,19,20,1497,100,383,23.8512030673904,6.992769226389442,2/68,5,64,0,Bowler,Pakistan,Bat,Win
Steve Starc,5404,Test,64,286,1590,43.51533849141744,96.7915677531834,237,35,54,862,141,0,0.0,0.0,3/35,3,112,29,Wicketkeeper,Germany,Bat,Win
Ravindra Sangakkara,5405,Test,84,257,2064,32.008365017803484,65.73870635517548,5,17,9,1204,27,0,0.0,0.0,6/54,4,159,29,Wicketkeeper,Luxembourg,Bowl,Draw
Jofra Labuschagne,5406,Test,111,63,3937,39.44365932689982,118.40980136206272,274,49,77,1930,73,192,30.733786022082693,3.909505283227348,4/39,9,49,0,All-rounder,Turkey,Bat,Win
Sunil Hasaranga,5407,T20,165,28,4714,29.935847711481475,120.4850218271809,85,13,91,1278,5,219,26.59612860785636,5.23504410880729,0/32,3,9,0,All-rounder,India,Bowl,Loss
Dimuth Dev,5408,T20,145,53,546,15.095473188791068,55.26805076304711,147,19,28,1372,237,470,22.57026875141056,4.7397231133214826,4/91,9,73,0,Bowler,Ireland Republic,Bowl,Draw
Aravinda Pandya,5409,ODI,97,252,354,23.03526863935266,34.58284480093659,63,44,10,668,254,473,21.036812867731747,6.942300524730225,5/77,1,18,0,Bowler,Bermuda,Bat,Win
Kusal Ali,5410,ODI,24,38,2405,41.94524801084611,60.73128790062012,154,23,29,933,19,0,0.0,0.0,3/46,1,191,44,Wicketkeeper,Sweden,Bowl,Win
Sunil Ashraful,5411,T20,122,139,179,27.56006249504107,49.8566463437074,134,46,39,356,67,146,23.308603855390903,7.227952195332202,0/35,8,91,0,Bowler,Sri Lanka,Bat,Loss
Muttiah de Silva,5412,ODI,52,53,423,17.292304898486265,46.02486128619981,117,46,90,122,30,413,22.83560059890878,6.7866425493212965,9/49,3,69,0,Bowler,India,Bat,Draw
Aravinda Dev,5413,T20,12,94,8857,84.25810692369117,50.165601216887815,23,30,48,313,177,39,15.900667706027482,2.094611301516103,4/87,3,24,0,Batsman,Italy,Bowl,Win
Viv Cummins,5414,ODI,124,94,712,10.195810227662465,62.98128446186279,263,35,2,270,42,205,22.015291384374407,7.2189823179868755,9/71,0,84,0,Bowler,India,Bowl,Win
Anil Afridi,5415,Test,76,263,157,23.178264810951745,45.04954582375219,10,14,0,1205,88,118,26.897470945460533,7.243387653608496,4/53,9,4,0,Bowler,Cyprus,Bowl,Win
Sourav Warne,5416,ODI,183,137,842,43.40042228009381,66.37224062984639,65,45,31,1778,47,266,28.697000034711827,4.549277104302304,8/45,5,12,0,All-rounder,Italy,Bat,Loss
Ben Starc,5417,T20,74,256,992,18.17164017068012,63.14672570594725,262,6,38,701,211,371,20.36167788243562,5.601455359530664,3/30,8,19,0,Bowler,Sweden,Bowl,Draw
Aaron Boult,5418,T20,27,37,4829,45.86788611455634,97.9182817441322,23,48,84,56,232,66,33.14752830108898,4.201552397559059,1/26,7,79,0,All-rounder,Italy,Bat,Draw
Shakib Wood,5419,T20,41,142,811,23.57875408679031,41.20512979928705,140,22,1,639,116,278,28.35966373820304,3.322004987795885,8/64,9,29,0,Bowler,West Indies,Bowl,Win
Rafiqul Patel,5420,Test,125,147,1306,25.6101586567164,82.36491175667271,230,28,73,1102,283,0,0.0,0.0,8/75,8,160,25,Wicketkeeper,Germany,Bat,Draw
Quinton Gilchrist,5421,Test,115,8,1022,42.99935874307733,91.42650865642182,87,40,30,582,120,89,33.32302530593403,3.2849022011128604,5/65,0,35,0,All-rounder,India,Bowl,Loss
Quinton Kohli,5422,T20,140,251,3012,52.00286231451414,147.8588600635239,115,3,17,57,200,18,17.665354003817185,3.3635713823779705,1/46,6,32,0,Batsman,India,Bat,Win
Mushfiqur Taylor,5423,Test,12,135,2737,42.66013157486658,59.32666064571893,279,30,6,1456,248,0,0.0,0.0,1/64,0,124,44,Wicketkeeper,India,Bat,Draw
Temba Starc,5424,T20,186,59,3314,92.13706137040856,79.05201938648011,37,17,4,1972,200,19,13.188033575289586,3.5883437276306456,0/74,1,99,0,Batsman,Australia,Bowl,Win
Javed Shaw,5425,T20,14,123,1323,32.72139027344795,106.59120021975572,198,44,28,1529,38,0,0.0,0.0,0/53,1,192,35,Wicketkeeper,Germany,Bat,Draw
Ben Taylor,5426,Test,125,263,2151,30.92700355955201,66.48696047632002,265,30,67,1820,160,100,26.17747356467837,5.383787064373631,4/85,2,71,0,All-rounder,India,Bat,Draw
Aravinda Netravalkar,5427,ODI,69,120,411,20.22431887311688,26.641149691024825,157,46,45,1440,227,84,26.021397298734616,6.3917779285379295,4/70,2,79,16,Bowler,India,Bowl,Draw
Rahul Pietersen,5428,T20,122,259,8090,65.8775716552079,134.31330420103058,230,35,55,557,229,38,23.09472355339479,4.420032687434259,9/55,3,58,0,Batsman,England,Bat,Draw
Jasprit Foakes,5429,T20,2,18,3724,34.25119703366578,90.61424885015252,282,17,2,754,170,236,27.878586897312005,4.103631956753254,0/51,5,39,0,All-rounder,Australia,Bowl,Draw
Ali Khan,5430,Test,134,92,3782,46.960657586507885,121.68493704927585,285,9,12,1589,256,241,28.30461069646848,5.836930878916581,7/53,3,62,0,All-rounder,India,Bat,Loss
Anil Khan,5431,Test,71,164,2933,40.148293002874354,117.8981319714896,127,6,66,719,205,293,21.78606046166073,5.862722850876688,5/25,6,3,0,All-rounder,Finland,Bowl,Win
Shadab Rabada,5432,Test,73,144,166,22.540203565044308,51.39067324562739,206,37,71,865,87,54,20.286805414020364,3.492059995714344,1/31,3,36,0,Bowler,Germany,Bowl,Loss
Sunil Gooch,5433,Test,129,238,3322,67.77362773071607,94.67512258761244,257,44,49,84,240,21,25.583739449309952,3.210801873297277,7/94,9,21,0,Batsman,Spain,Bat,Win
David Bumrah,5434,ODI,189,174,3408,30.25978783862185,54.51553047906488,263,27,3,518,145,0,0.0,0.0,2/82,8,101,24,Wicketkeeper,Portugal,Bat,Loss
Sachin de Silva,5435,Test,190,83,593,33.43174234651366,128.03767910522168,144,17,41,491,264,252,25.24497257890077,5.819804942903557,0/80,1,46,0,All-rounder,United Arab Emirates,Bat,Draw
Sunil Patel,5436,ODI,21,157,399,22.83188613671289,54.97924607730734,47,30,98,1308,248,283,22.64475150782924,7.7290314965632945,4/85,0,90,0,Bowler,India,Bowl,Win
Mahela de Silva,5437,Test,139,109,2513,29.007969909124647,127.94740612329232,63,8,75,1672,12,214,30.635134510481123,4.999666194211624,0/34,6,67,0,All-rounder,India,Bat,Win
AB Wood,5438,ODI,190,178,953,11.227331200757796,27.00832507684491,188,42,23,1072,298,294,27.10539779719507,6.88188644681936,6/29,6,76,0,Bowler,Pakistan,Bat,Loss
Aiden Patel,5439,Test,8,250,2398,32.23172109068162,78.38799792920881,140,15,18,838,97,0,0.0,0.0,0/94,1,69,46,Wicketkeeper,Afghanistan,Bowl,Draw
Virat Pietersen,5440,T20,103,253,503,23.73024420979725,63.140943210253845,227,39,99,845,42,134,25.90561633034204,5.080151194830875,7/82,7,91,0,Bowler,Czech Republic,Bat,Win
Hardik Steyn,5441,Test,94,55,8023,33.73455968981483,129.4808550578271,106,24,98,349,222,10,11.56682284842286,3.764535929378074,7/73,4,41,0,Batsman,England,Bowl,Loss
Jacques Mathews,5442,T20,74,155,5023,53.961739516620966,98.29515711503952,129,36,81,855,158,31,13.924124200764762,4.924792642999632,1/25,0,4,14,Batsman,New Zealand,Bowl,Win
Graham Williamson,5443,ODI,174,91,1566,40.82421441702454,110.42633509819652,150,29,39,1458,24,191,32.85543115065825,3.870138570038201,6/64,2,75,0,All-rounder,India,Bowl,Draw
Kane Nabi,5444,Test,196,126,9645,23.951442175403265,101.89995237923084,212,46,33,481,215,17,21.422206675487345,4.685945754544495,9/74,9,4,0,Batsman,India,Bat,Win
Rafiqul Khan,5445,T20,39,169,1539,37.15157973291125,95.98494599238524,222,1,88,1927,75,0,0.0,0.0,4/86,5,181,26,Wicketkeeper,Netherlands,Bat,Win
Adam Pant,5446,Test,186,139,3648,37.68205143559916,90.67443432704806,15,4,6,1334,272,0,0.0,0.0,2/55,2,103,48,Wicketkeeper,Sweden,Bat,Win
Mohammad Smith,5447,T20,68,5,2016,75.35631085560817,66.9379971077966,140,41,74,1403,155,35,23.782402479366787,3.7634239795163777,5/63,3,80,0,Batsman,Italy,Bat,Win
Ben Gooch,5448,Test,4,66,2576,44.3802491266925,67.56164762015273,257,29,37,704,13,127,22.706775344580585,6.394418601543634,7/94,1,20,0,All-rounder,India,Bowl,Win
Mohammad Gill,5449,Test,191,111,9352,45.14755284675663,119.54065384863044,113,18,18,481,200,39,23.742207365347927,3.289762536176691,0/92,7,70,0,Batsman,Bulgaria,Bat,Loss
Trent Shaw,5450,Test,124,184,3523,39.79080111785938,64.78522075255349,25,13,98,595,67,0,0.0,0.0,8/55,7,96,26,Wicketkeeper,Germany,Bowl,Draw
Habibul Nortje,5451,T20,6,268,4651,43.30530800005475,73.68208436451951,285,26,44,1118,68,12,11.187693117459323,3.4885814922488447,0/53,3,81,0,Batsman,Italy,Bowl,Win
Fakhar Ganguly,5452,ODI,142,170,5309,24.60791284841,51.72011040291955,37,29,19,974,12,11,27.214469428056788,2.5000535036810803,3/40,7,26,0,Batsman,South Africa,Bowl,Win
Wasim Buttler,5453,Test,106,244,3183,34.352668727269425,55.93253312232739,24,44,90,526,84,200,28.767634261213296,6.4664432247436405,7/24,6,13,0,All-rounder,Turkey,Bowl,Loss
Glenn Root,5454,Test,150,138,6949,39.41653832331536,104.89886119981378,51,13,94,1714,269,22,15.81228584230134,4.487954629364036,0/81,5,96,0,Batsman,England,Bowl,Win
Brendan Akram,5455,Test,166,28,3735,32.30413878753447,108.02923110612004,90,30,88,1057,145,0,0.0,0.0,5/36,2,81,15,Wicketkeeper,United Arab Emirates,Bowl,Win
Sourav Rahul,5456,ODI,88,7,3437,28.99242934084629,52.97599999435827,137,35,1,580,136,0,0.0,0.0,9/75,7,83,14,Wicketkeeper,Portugal,Bat,Win
Shane Labuschagne,5457,ODI,32,51,1393,41.360669099218086,70.65271537771922,208,38,92,1781,233,162,23.91615095673408,4.436968191125708,6/43,1,73,0,All-rounder,New Zealand,Bat,Loss
Haris Masakadza,5458,T20,94,136,3691,31.652048344284545,101.38711647796282,60,49,36,1237,299,0,0.0,0.0,0/96,3,78,10,Wicketkeeper,India,Bat,Win
Wasim Foakes,5459,T20,7,178,753,42.16131021351472,70.70468052623221,110,29,30,1014,26,51,26.29734103798865,4.9560179584830495,7/89,4,40,0,All-rounder,United Arab Emirates,Bat,Draw
Graeme Guptill,5460,Test,172,129,3818,42.66108889397076,89.38611332567186,257,37,41,1035,168,127,26.27887382297134,6.648296881874286,6/98,4,17,0,All-rounder,Ireland Republic,Bat,Loss
Dale Warner,5461,Test,182,197,4792,68.84236472720835,104.29235705729388,134,46,5,1708,55,11,22.668712485988927,2.9233032491365063,6/48,2,24,0,Batsman,Hungary,Bat,Loss
Anil Botham,5462,T20,120,267,820,36.3268656106141,108.95603231727496,59,10,84,670,43,229,32.82851880269575,3.8292308033977713,3/75,8,74,0,All-rounder,Italy,Bowl,Loss
Muttiah Nabi,5463,ODI,176,107,1943,43.06154283164156,140.12530987376263,188,16,96,1845,9,30,25.88909728635811,4.365906362277036,8/45,9,89,0,Batsman,South Africa,Bat,Draw
Dimuth Taylor,5464,T20,38,48,3144,35.57549455221396,99.28235556070337,112,9,8,1756,69,0,0.0,0.0,8/91,2,91,45,Wicketkeeper,Bangladesh,Bowl,Draw
Mujeeb Hobbs,5465,Test,160,138,9355,69.92589437911548,112.8770041281638,26,15,73,149,281,25,20.099155317991386,4.657656709334818,3/87,2,87,0,Batsman,Uganda,Bat,Win
Ali Nortje,5466,T20,30,103,6990,27.53420686766433,62.88020998121021,0,10,85,1263,215,208,23.14845892159314,3.996308793590624,4/31,0,62,0,All-rounder,India,Bowl,Win
Zaheer Ali,5467,T20,20,47,513,19.775308214228108,46.46201806785071,213,38,94,1095,40,99,24.323023954585203,7.2063862917981725,6/95,2,78,0,Bowler,Afghanistan,Bowl,Loss
Jaskaran Dravid,5468,ODI,4,153,8246,68.50532276691476,65.94489362798475,85,27,52,191,13,13,25.02639203637857,4.422881526660925,3/73,7,22,0,Batsman,England,Bat,Loss
Shadab Al Hasan,5469,Test,172,6,4793,35.558198243792056,78.667077682098,154,20,10,827,153,0,0.0,0.0,5/71,7,84,43,Wicketkeeper,India,Bowl,Win
Ricky Muralitharan,5470,ODI,15,11,8255,74.73381706732752,115.2851120303322,79,27,82,228,99,24,16.60393023742744,2.0490333178560416,2/90,8,3,0,Batsman,Hungary,Bowl,Win
Angelo Rauf,5471,Test,125,17,5954,51.1000099898755,72.47277678210202,59,22,75,283,6,36,10.047081433345523,3.2194176371726635,7/29,6,30,0,Batsman,India,Bat,Draw
Kumar Wood,5472,ODI,22,143,6620,49.00303609635117,53.59091324721843,35,45,15,1940,164,39,23.83717943306462,3.254129078604823,8/74,3,53,0,Batsman,Italy,Bowl,Loss
Rafiqul Markram,5473,ODI,125,272,6825,56.92723791603645,123.8359387434826,290,0,12,1482,227,13,12.490399010588998,3.797808932695691,0/32,3,2,0,Batsman,Sweden,Bowl,Draw
Shahid Ganguly,5474,Test,175,66,416,11.572895997887638,67.69603560796423,288,48,37,1354,193,60,21.01358638279296,7.526455604648714,2/68,5,20,0,Bowler,South Africa,Bowl,Draw
Martin Afridi,5475,T20,178,256,580,24.793818161874427,41.32836574076407,174,12,12,1494,284,351,25.6716546591165,6.431023986143639,9/53,4,62,0,Bowler,Italy,Bowl,Draw
Mujeeb Khan,5476,T20,122,127,3360,24.93297883486462,144.50072194345415,88,7,14,233,231,33,19.21560036268801,3.410901007129689,5/37,4,26,0,Batsman,Netherlands,Bat,Loss
Rassie Starc,5477,T20,113,131,825,14.426247263868657,35.80468185562794,58,18,17,332,118,412,29.8819523655199,5.2343917759778655,3/79,9,49,0,Bowler,Australia,Bat,Draw
Dimuth Villiers,5478,ODI,117,18,4799,35.69953270361188,91.12680135486434,60,23,15,42,243,0,0.0,0.0,0/40,3,116,29,Wicketkeeper,Oman,Bat,Loss
Shahid Ganguly,5479,Test,47,207,763,18.631258754555464,63.041628357886985,241,39,40,1434,182,54,20.835914474942427,4.638941713100497,0/76,3,29,0,Bowler,India,Bowl,Draw
Hardik Al Hasan,5480,ODI,65,89,4168,29.107760125423745,116.13783526187608,282,48,49,790,264,299,24.3982320033589,4.791501513888047,4/22,6,69,0,All-rounder,India,Bowl,Win
Babar Hasaranga,5481,Test,177,243,2279,55.84767445394283,127.84266235787072,224,36,68,754,98,33,25.924523085879,3.897467155742516,2/59,7,96,0,Batsman,New Zealand,Bowl,Draw
Saurabh Border,5482,Test,166,17,4534,42.320373336020864,89.10598899444787,221,24,90,96,92,0,0.0,0.0,3/21,7,146,14,Wicketkeeper,India,Bowl,Loss
Graeme Khan,5483,T20,171,223,2853,37.80877114377692,97.58924894279862,89,42,65,372,145,0,0.0,0.0,7/73,6,131,32,Wicketkeeper,South Africa,Bat,Draw
Brian Warner,5484,ODI,132,210,6636,64.5913805004341,144.14378445337343,14,25,40,601,157,14,20.246159358178065,2.41495991248516,6/81,3,63,19,Batsman,India,Bat,Win
Aravinda Rahim,5485,ODI,99,99,965,14.10337775714771,69.1121637752333,184,45,26,234,76,142,25.4605280333864,4.436820789280285,1/50,9,30,0,Bowler,England,Bowl,Win
AB Smith,5486,ODI,148,13,3591,33.01552831277758,109.95143082768617,203,41,58,1443,280,0,0.0,0.0,3/29,0,157,31,Wicketkeeper,Hungary,Bowl,Loss
Mushfiqur Tendulkar,5487,ODI,101,270,4747,31.33942744502716,101.93478807763302,40,26,64,96,153,0,0.0,0.0,7/98,2,164,13,Wicketkeeper,Italy,Bat,Draw
Jonny Hasaranga,5488,Test,7,187,7728,54.76511689821788,101.83030329079102,170,31,13,1908,211,27,11.762188145026098,1.8349659358354904,1/77,4,81,3,Batsman,Switzerland,Bat,Win
Dimuth Tendulkar,5489,T20,174,274,1296,48.62989998671922,53.13411445617848,267,43,34,1317,216,260,32.988829088424865,5.537539778374667,0/99,7,53,0,All-rounder,England,Bowl,Draw
Mohammad Jayawardene,5490,ODI,109,133,211,25.11589370248501,30.03207981212479,195,2,22,1807,137,496,20.14343062327404,5.794128943707114,4/77,1,59,5,Bowler,India,Bowl,Draw
Ian Warner,5491,ODI,10,14,825,13.264497877833753,54.73009301858985,249,40,21,1609,116,421,27.34756691800084,6.171494204487422,0/50,4,22,0,Bowler,Spain,Bowl,Loss
Zaheer Khan,5492,Test,12,281,609,11.488603178026173,32.84721613325309,194,42,26,938,76,150,27.03908566987727,6.136075963527963,7/36,8,6,0,Bowler,England,Bowl,Loss
